Instance Type,vCPUs,Memory (GiB),Features,Family,CSP,Platform,Category,Min. CPU Architecture,Max. CPU Architecture,Min. Year,Max. Year,Link,,,,,
g2-standard-16,16,64,#ssd #gpu,G2 series,GCP,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/accelerator-optimized-machines#g2-vms,,,,,
g2-standard-24,24,96,#ssd #gpu,G2 series,GCP,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/accelerator-optimized-machines#g2-vms,,,,,
g2-standard-32,32,128,#ssd #gpu,G2 series,GCP,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/accelerator-optimized-machines#g2-vms,,,,,
g2-standard-4,4,16,#ssd #gpu,G2 series,GCP,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/accelerator-optimized-machines#g2-vms,,,,,
g2-standard-48,48,192,#ssd #gpu,G2 series,GCP,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/accelerator-optimized-machines#g2-vms,,,,,
g2-standard-8,8,32,#ssd #gpu,G2 series,GCP,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/accelerator-optimized-machines#g2-vms,,,,,
g2-standard-96,96,384,#ssd #gpu,G2 series,GCP,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/accelerator-optimized-machines#g2-vms,,,,,
g3.16xlarge,64,488,#nolocalstorage #ena,G3,AWS,Intel,Accelerated (GPU),Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/g3/,,,,,
g3.4xlarge,16,122,#nolocalstorage #ena,G3,AWS,Intel,Accelerated (GPU),Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/g3/,,,,,
g3.8xlarge,32,244,#nolocalstorage #ena,G3,AWS,Intel,Accelerated (GPU),Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/g3/,,,,,
g3s.xlarge,4,30.5,#nolocalstorage,G3,AWS,Intel,Accelerated (GPU),Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/g3/,,,,,
g4ad.16xlarge,64,256,#ssd #nvme #ena,G4ad,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4ad.2xlarge,8,32,#ssd #nvme #ena,G4ad,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4ad.4xlarge,16,64,#ssd #nvme #ena,G4ad,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4ad.8xlarge,32,128,#ssd #nvme #ena,G4ad,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4ad.xlarge,4,16,#ssd #nvme #ena,G4ad,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4dn.12xlarge,48,192,#ssd #nvme #ena,G4dn,AWS,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4dn.16xlarge,64,256,#ssd #nvme #ena,G4dn,AWS,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4dn.2xlarge,8,32,#ssd #nvme #ena,G4dn,AWS,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4dn.4xlarge,16,64,#ssd #nvme #ena,G4dn,AWS,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4dn.8xlarge,32,128,#ssd #nvme #ena,G4dn,AWS,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4dn.metal,96,384,#ssd #nvme #ena,G4dn,AWS,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g4dn.xlarge,4,16,#ssd #nvme #ena,G4dn,AWS,Intel,Accelerated (GPU),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/g4/,,,,,
g5.12xlarge,48,192,#ssd #nvme #ena,G5,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g5/,,,,,
g5.16xlarge,64,256,#ssd #nvme #ena,G5,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g5/,,,,,
g5.24xlarge,96,384,#ssd #nvme #ena,G5,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g5/,,,,,
g5.2xlarge,8,32,#ssd #nvme #ena,G5,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g5/,,,,,
g5.48xlarge,192,768,#ssd #nvme #ena,G5,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g5/,,,,,
g5.4xlarge,16,64,#ssd #nvme #ena,G5,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g5/,,,,,
g5.8xlarge,32,128,#ssd #nvme #ena,G5,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g5/,,,,,
g5.xlarge,4,16,#ssd #nvme #ena,G5,AWS,AMD,Accelerated (GPU),AMD EPYC 2nd gen,AMD EPYC 2nd gen,2019,2019,https://aws.amazon.com/ec2/instance-types/g5/,,,,,
g5g.16xlarge,64,128,#nolocalstorage #ena,G5g,AWS,Graviton,Accelerated (GPU),Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/g5g/,,,,,
g5g.2xlarge,8,16,#nolocalstorage #ena,G5g,AWS,Graviton,Accelerated (GPU),Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/g5g/,,,,,
g5g.4xlarge,16,32,#nolocalstorage #ena,G5g,AWS,Graviton,Accelerated (GPU),Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/g5g/,,,,,
g5g.8xlarge,32,64,#nolocalstorage #ena,G5g,AWS,Graviton,Accelerated (GPU),Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/g5g/,,,,,
g5g.metal,64,128,#nolocalstorage #ena,G5g,AWS,Graviton,Accelerated (GPU),Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/g5g/,,,,,
g5g.xlarge,4,8,#nolocalstorage #ena,G5g,AWS,Graviton,Accelerated (GPU),Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/g5g/,,,,,
h1.16xlarge,64,256,#ena,H1,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/h1/,,,,,
h1.2xlarge,8,32,#ena,H1,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/h1/,,,,,
h1.4xlarge,16,64,#ena,H1,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/h1/,,,,,
h1.8xlarge,32,128,#ena,H1,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/h1/,,,,,
h3-standard-88,128,8,,H3 series,GCP,Intel,HPC Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://cloud.google.com/compute/docs/compute-optimized-machines#h3_series,,,,,
Hpc6a.48xlarge,96,384,,Hpc6a,AWS,AMD,HPC Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/hpc6/,,,,,
hpc6id.32xlarge,64,1024,,Hpc6id,AWS,Intel,HPC Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/hpc6i/,,,,,
hpc7a.12xlarge,24,768,,Hpc7a,AWS,AMD,HPC Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/hpc7a/,,,,,
hpc7a.24xlarge,48,768,,Hpc7a,AWS,AMD,HPC Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/hpc7a/,,,,,
hpc7a.48xlarge,96,768,,Hpc7a,AWS,AMD,HPC Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/hpc7a/,,,,,
hpc7a.96xlarge,192,768,,Hpc7a,AWS,AMD,HPC Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/hpc7a/,,,,,
hpc7g.16xlarge,64,128,#nolocalstorage #ena,Hpc7g,AWS,Graviton,HPC Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/hpc7g/,,,,,
hpc7g.4xlarge,16,128,#nolocalstorage #ena,Hpc7g,AWS,Graviton,HPC Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/hpc7g/,,,,,
hpc7g.8xlarge,32,128,#nolocalstorage #ena,Hpc7g,AWS,Graviton,HPC Optimized,Graviton3E,Graviton3E,2022,2022,https://aws.amazon.com/ec2/instance-types/hpc7g/,,,,,
i3.16xlarge,64,488,#ssd #nvme #ena,I3,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/i3/,,,,,
i3.2xlarge,8,61,#ssd #nvme #ena,I3,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/i3/,,,,,
i3.4xlarge,16,122,#ssd #nvme #ena,I3,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/i3/,,,,,
i3.8xlarge,32,244,#ssd #nvme #ena,I3,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/i3/,,,,,
i3.large,2,15.25,#ssd #nvme #ena,I3,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/i3/,,,,,
i3.metal,72,512,#ssd #nvme #ena,I3,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/i3/,,,,,
i3.xlarge,4,30.5,#ssd #nvme #ena,I3,AWS,Intel,Storage Optimized,Broadwell,Broadwell,2014,2014,https://aws.amazon.com/ec2/instance-types/i3/,,,,,
i3en.12xlarge,48,384,#ssd #nvme #ena,I3en,AWS,Intel,Storage Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/i3en/,,,,,
i3en.24xlarge,96,768,#ssd #nvme #ena,I3en,AWS,Intel,Storage Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/i3en/,,,,,
i3en.2xlarge,8,64,#ssd #nvme #ena,I3en,AWS,Intel,Storage Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/i3en/,,,,,
i3en.3xlarge,12,96,#ssd #nvme #ena,I3en,AWS,Intel,Storage Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/i3en/,,,,,
i3en.6xlarge,24,192,#ssd #nvme #ena,I3en,AWS,Intel,Storage Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/i3en/,,,,,
i3en.large,2,16,#ssd #nvme #ena,I3en,AWS,Intel,Storage Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/i3en/,,,,,
i3en.metal,96,768,#ssd #nvme #ena,I3en,AWS,Intel,Storage Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/i3en/,,,,,
i3en.xlarge,4,32,#ssd #nvme #ena,I3en,AWS,Intel,Storage Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/i3en/,,,,,
i4g.16xlarge,64,512,#ssd #nvme #ena,I4g,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
i4g.2xlarge,8,64,#ssd #nvme #ena,I4g,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
i4g.4xlarge,16,128,#ssd #nvme #ena,I4g,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
i4g.8xlarge,32,256,#ssd #nvme #ena,I4g,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
i4g.large,2,16,#ssd #nvme #ena,I4g,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
i4g.xlarge,4,32,#ssd #nvme #ena,I4g,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
i4i.16xlarge,64,512,#ssd #nvme #ena,I4i,AWS,Intel,Storage Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/i4i/,,,,,
i4i.2xlarge,8,64,#ssd #nvme #ena,I4i,AWS,Intel,Storage Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/i4i/,,,,,
i4i.32xlarge,128,1024,#ssd #nvme #ena,I4i,AWS,Intel,Storage Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/i4i/,,,,,
i4i.4xlarge,16,128,#ssd #nvme #ena,I4i,AWS,Intel,Storage Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/i4i/,,,,,
i4i.8xlarge,32,256,#ssd #nvme #ena,I4i,AWS,Intel,Storage Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/i4i/,,,,,
i4i.large,2,16,#ssd #nvme #ena,I4i,AWS,Intel,Storage Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/i4i/,,,,,
i4i.metal,128,1024,#ssd #nvme #ena,I4i,AWS,Intel,Storage Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/i4i/,,,,,
i4i.xlarge,4,32,#ssd #nvme #ena,I4i,AWS,Intel,Storage Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/i4i/,,,,,
Im4gn.16xlarge,64,256,#ssd #nvme #ena,Im4gn,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Im4gn.2xlarge,8,32,#ssd #nvme #ena,Im4gn,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Im4gn.4xlarge,16,64,#ssd #nvme #ena,Im4gn,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Im4gn.8xlarge,32,128,#ssd #nvme #ena,Im4gn,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Im4gn.large,2,8,#ssd #nvme #ena,Im4gn,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Im4gn.xlarge,4,16,#ssd #nvme #ena,Im4gn,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
inf1.24xlarge,96,192,#nolocalstorage #ena,Inf1,AWS,Intel,Accelerated (AI/ML),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/inf1/,,,,,
inf1.2xlarge,8,16,#nolocalstorage #ena,Inf1,AWS,Intel,Accelerated (AI/ML),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/inf1/,,,,,
inf1.6xlarge,24,48,#nolocalstorage #ena,Inf1,AWS,Intel,Accelerated (AI/ML),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/inf1/,,,,,
inf1.xlarge,4,8,#nolocalstorage #ena,Inf1,AWS,Intel,Accelerated (AI/ML),Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/inf1/,,,,,
inf2.24xlarge,96,384,#nolocalstorage #ena,Inf2,AWS,AMD,Accelerated (AI/ML),AMD EPYC 1st gen,AMD EPYC 1st gen,2017,2017,https://aws.amazon.com/ec2/instance-types/inf2/,,,,,
inf2.48xlarge,192,768,#nolocalstorage #ena,Inf2,AWS,AMD,Accelerated (AI/ML),AMD EPYC 1st gen,AMD EPYC 1st gen,2017,2017,https://aws.amazon.com/ec2/instance-types/inf2/,,,,,
inf2.8xlarge,32,128,#nolocalstorage #ena,Inf2,AWS,AMD,Accelerated (AI/ML),AMD EPYC 1st gen,AMD EPYC 1st gen,2017,2017,https://aws.amazon.com/ec2/instance-types/inf2/,,,,,
inf2.xlarge,4,16,#nolocalstorage #ena,Inf2,AWS,AMD,Accelerated (AI/ML),AMD EPYC 1st gen,AMD EPYC 1st gen,2017,2017,https://aws.amazon.com/ec2/instance-types/inf2/,,,,,
Is4gen.2xlarge,8,48,#ssd #nvme #ena,Is4gen,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Is4gen.4xlarge,16,96,#ssd #nvme #ena,Is4gen,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Is4gen.8xlarge,32,192,#ssd #nvme #ena,Is4gen,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Is4gen.large,2,12,#ssd #nvme #ena,Is4gen,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Is4gen.medium,1,6,#ssd #nvme #ena,Is4gen,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
Is4gen.xlarge,4,24,#ssd #nvme #ena,Is4gen,AWS,Graviton,Storage Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/i4g/,,,,,
m1.large,2,7.5,,M1,AWS,Intel,General Purpose,Apple M1,Apple M1,2020,2020,https://aws.amazon.com/about-aws/whats-new/2021/12/amazon-ec2-m1-mac-instances-macos/,,,,,
m1.medium,1,3.75,,M1,AWS,Intel,General Purpose,Apple M1,Apple M1,2020,2020,https://aws.amazon.com/about-aws/whats-new/2021/12/amazon-ec2-m1-mac-instances-macos/,,,,,
m1.small,1,1.7,,M1,AWS,Intel,General Purpose,Apple M1,Apple M1,2020,2020,https://aws.amazon.com/about-aws/whats-new/2021/12/amazon-ec2-m1-mac-instances-macos/,,,,,
m1.xlarge,4,15,,M1,AWS,Intel,General Purpose,Apple M1,Apple M1,2020,2020,https://aws.amazon.com/about-aws/whats-new/2021/12/amazon-ec2-m1-mac-instances-macos/,,,,,
m1-megamem-96,96,1433.6,#ssd,M1 series,GCP,Intel,Memory Optimized,Broadwell,Broadwell,2014,2014,https://cloud.google.com/compute/docs/memory-optimized-machines#m1_machine_types,,,,,
m1-ultramem-160,160,3844,,M1 series,GCP,Intel,Memory Optimized,Broadwell,Broadwell,2014,2014,https://cloud.google.com/compute/docs/memory-optimized-machines#m1_machine_types,,,,,
m1-ultramem-40,40,961,,M1 series,GCP,Intel,Memory Optimized,Broadwell,Broadwell,2014,2014,https://cloud.google.com/compute/docs/memory-optimized-machines#m1_machine_types,,,,,
m1-ultramem-80,80,1922,,M1 series,GCP,Intel,Memory Optimized,Broadwell,Broadwell,2014,2014,https://cloud.google.com/compute/docs/memory-optimized-machines#m1_machine_types,,,,,
m2-hypermem-416,416,8832,,M2 series,GCP,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/memory-optimized-machines#m2_machine_types,,,,,
m2-megamem-416,416,5888,,M2 series,GCP,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/memory-optimized-machines#m2_machine_types,,,,,
m2-ultramem-208,208,5888,,M2 series,GCP,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/memory-optimized-machines#m2_machine_types,,,,,
m2-ultramem-416,416,11776,,M2 series,GCP,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://cloud.google.com/compute/docs/memory-optimized-machines#m2_machine_types,,,,,
m3.2xlarge,8,30,#ssd,M3,AWS,Intel,General Purpose,Sandy Bridge,Ivy Bridge,2007,2012,https://aws.amazon.com/blogs/aws/aws-update-new-m3-features-reduced-ebs-prices-reduced-s3-prices/,,,,,
m3.large,2,7.5,#ssd,M3,AWS,Intel,General Purpose,Sandy Bridge,Ivy Bridge,2007,2012,https://aws.amazon.com/blogs/aws/aws-update-new-m3-features-reduced-ebs-prices-reduced-s3-prices/,,,,,
m3.medium,1,3.75,#ssd,M3,AWS,Intel,General Purpose,Sandy Bridge,Ivy Bridge,2007,2012,https://aws.amazon.com/blogs/aws/aws-update-new-m3-features-reduced-ebs-prices-reduced-s3-prices/,,,,,
m3.xlarge,4,15,#ssd,M3,AWS,Intel,General Purpose,Sandy Bridge,Ivy Bridge,2007,2012,https://aws.amazon.com/blogs/aws/aws-update-new-m3-features-reduced-ebs-prices-reduced-s3-prices/,,,,,
m3-megamem-128,128,1952,#ssd,M3 series,GCP,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://cloud.google.com/compute/docs/memory-optimized-machines#m3_machine_types,,,,,
m3-megamem-64,64,976,#ssd,M3 series,GCP,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://cloud.google.com/compute/docs/memory-optimized-machines#m3_machine_types,,,,,
m3-ultramem-128,128,3904,#ssd,M3 series,GCP,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://cloud.google.com/compute/docs/memory-optimized-machines#m3_machine_types,,,,,
m3-ultramem-32,32,976,#ssd,M3 series,GCP,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://cloud.google.com/compute/docs/memory-optimized-machines#m3_machine_types,,,,,
m3-ultramem-64,64,1952,#ssd,M3 series,GCP,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://cloud.google.com/compute/docs/memory-optimized-machines#m3_machine_types,,,,,
m4.10xlarge,40,160,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
m4.16xlarge,64,256,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
m4.2xlarge,8,32,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
m4.4xlarge,16,64,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
m4.large,2,8,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
m4.xlarge,4,16,#nolocalstorage,M4,AWS,Intel,General Purpose,Haswell,Broadwell,2013,2014,https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/,,,,,
m5.12xlarge,48,192,#nolocalstorage #ena,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5.16xlarge,64,256,#nolocalstorage #ena,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5.24xlarge,96,384,#nolocalstorage #ena,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5.2xlarge,8,32,#nolocalstorage #ena,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5.4xlarge,16,64,#nolocalstorage #ena,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5.8xlarge,32,128,#nolocalstorage #ena,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5.large,2,8,#nolocalstorage #ena,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5.metal,96,384,#nolocalstorage #ena,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5.xlarge,4,16,#nolocalstorage #ena,M5,AWS,Intel,General Purpose,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5a.12xlarge,48,192,#nolocalstorage #ena,M5a,AWS,AMD,General Purpose,AMD EPYC 1st gen,AMD EPYC 1st gen,2017,2017,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5a.16xlarge,64,256,#nolocalstorage #ena,M5a,AWS,AMD,General Purpose,AMD EPYC 1st gen,AMD EPYC 1st gen,2017,2017,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
m5a.24xlarge,96,384,#nolocalstorage #ena,M5a,AWS,AMD,General Purpose,AMD EPYC 1st gen,AMD EPYC 1st gen,2017,2017,https://aws.amazon.com/ec2/instance-types/m5/,,,,,
