Instance Type,vCPUs,Memory (GiB),Features,Family,CSP,Platform,Category,Min. CPU Architecture,Max. CPU Architecture,Min. Year,Max. Year,Link,,,,,
r5b.metal,96,768,#nolocalstorage #ena,R5b,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5b.xlarge,4,32,#nolocalstorage #ena,R5b,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5d.12xlarge,48,384,#ssd #nvme #ena,R5,AWS,Intel,Memory Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5d.16xlarge,64,512,#ssd #nvme #ena,R5,AWS,Intel,Memory Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5d.24xlarge,96,768,#ssd #nvme #ena,R5,AWS,Intel,Memory Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5d.2xlarge,8,64,#ssd #nvme #ena,R5,AWS,Intel,Memory Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5d.4xlarge,16,128,#ssd #nvme #ena,R5,AWS,Intel,Memory Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5d.8xlarge,32,256,#ssd #nvme #ena,R5,AWS,Intel,Memory Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5d.large,2,16,#ssd #nvme #ena,R5,AWS,Intel,Memory Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5d.metal,96,768,#ssd #nvme #ena,R5,AWS,Intel,Memory Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5d.xlarge,4,32,#ssd #nvme #ena,R5,AWS,Intel,Memory Optimized,Skylake,Cascade Lake,2015,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5dn.12xlarge,48,384,#ssd #nvme #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5dn.16xlarge,64,512,#ssd #nvme #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5dn.24xlarge,96,768,#ssd #nvme #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5dn.2xlarge,8,64,#ssd #nvme #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5dn.4xlarge,16,128,#ssd #nvme #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5dn.8xlarge,32,256,#ssd #nvme #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5dn.large,2,16,#ssd #nvme #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5dn.metal,96,768,#ssd #nvme #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5dn.xlarge,4,32,#ssd #nvme #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5n.12xlarge,48,384,#nolocalstorage #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5n.16xlarge,64,512,#nolocalstorage #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5n.24xlarge,96,768,#nolocalstorage #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5n.2xlarge,8,64,#nolocalstorage #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5n.4xlarge,16,128,#nolocalstorage #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5n.8xlarge,32,256,#nolocalstorage #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5n.large,2,16,#nolocalstorage #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5n.metal,96,768,#nolocalstorage #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r5n.xlarge,4,32,#nolocalstorage #ena,R5n,AWS,Intel,Memory Optimized,Cascade Lake,Cascade Lake,2019,2019,https://aws.amazon.com/ec2/instance-types/r5/,,,,,
r6a.12xlarge,48,384,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.16xlarge,64,512,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.24xlarge,96,768,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.2xlarge,8,64,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.32xlarge,128,1024,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.48xlarge,192,1536,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.4xlarge,16,128,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.8xlarge,32,256,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.large,2,16,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.metal,192,1536,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6a.xlarge,4,32,#nolocalstorage #ena,R6a,AWS,AMD,Memory Optimized,AMD EPYC 3rd gen,AMD EPYC 3rd gen,2021,2021,https://aws.amazon.com/ec2/instance-types/r6a/,,,,,
r6g.12xlarge,48,384,#nolocalstorage #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6g.16xlarge,64,512,#nolocalstorage #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6g.2xlarge,8,64,#nolocalstorage #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6g.4xlarge,16,128,#nolocalstorage #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6g.8xlarge,32,256,#nolocalstorage #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6g.large,2,16,#nolocalstorage #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6g.medium,1,8,#nolocalstorage #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6g.metal,64,512,#nolocalstorage #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6g.xlarge,4,32,#nolocalstorage #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6gd.12xlarge,48,384,#ssd #nvme #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6gd.16xlarge,64,512,#ssd #nvme #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6gd.2xlarge,8,64,#ssd #nvme #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6gd.4xlarge,16,128,#ssd #nvme #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6gd.8xlarge,32,256,#ssd #nvme #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6gd.large,2,16,#ssd #nvme #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6gd.medium,1,8,#ssd #nvme #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6gd.metal,64,512,#ssd #nvme #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6gd.xlarge,4,32,#ssd #nvme #ena,R6g,AWS,Graviton,Memory Optimized,Graviton2,Graviton2,2019,2019,https://aws.amazon.com/ec2/instance-types/r6g/,,,,,
r6i.12xlarge,48,384,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6i.16xlarge,64,512,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6i.24xlarge,96,768,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6i.2xlarge,8,64,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6i.32xlarge,128,1024,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6i.4xlarge,16,128,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6i.8xlarge,32,256,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6i.large,2,16,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6i.metal,128,1024,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6i.xlarge,4,32,#nolocalstorage #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.12xlarge,48,384,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.16xlarge,64,512,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.24xlarge,96,768,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.2xlarge,8,64,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.32xlarge,128,1024,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.4xlarge,16,128,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.8xlarge,32,256,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.large,2,16,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.metal,128,1024,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6id.xlarge,4,32,#ssd #nvme #ena,R6i,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.12xlarge,48,384,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.16xlarge,64,512,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.24xlarge,96,768,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.2xlarge,8,64,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.32xlarge,128,1024,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.4xlarge,16,128,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.8xlarge,32,256,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.large,2,16,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.metal,128,1024,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6idn.xlarge,4,32,#ssd #nvme #ena,R6idn,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.12xlarge,48,384,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.16xlarge,64,512,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.24xlarge,96,768,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.2xlarge,8,64,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.32xlarge,128,1024,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.4xlarge,16,128,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.8xlarge,32,256,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.large,2,16,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.metal,128,1024,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r6in.xlarge,4,32,#nolocalstorage #ena,R6in,AWS,Intel,Memory Optimized,Ice Lake,Ice Lake,2020,2020,https://aws.amazon.com/ec2/instance-types/r6i/,,,,,
r7a.12xlarge,48,384,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.16xlarge,64,512,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.24xlarge,96,768,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.2xlarge,8,64,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.32xlarge,128,1024,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.48xlarge,192,1536,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.4xlarge,16,128,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.8xlarge,32,256,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.large,2,16,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.medium,1,8,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.metal-48xl,192,1536,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7a.xlarge,4,32,#nolocalstorage #ena,R7a,AWS,AMD,Memory Optimized,AMD EPYC 4th gen,AMD EPYC 4th gen,2022,2022,https://aws.amazon.com/ec2/instance-types/r7a/,,,,,
r7g.12xlarge,48,384,#nolocalstorage #ena,R7g,AWS,Graviton,Memory Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/r7g/,,,,,
r7g.16xlarge,64,512,#nolocalstorage #ena,R7g,AWS,Graviton,Memory Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/r7g/,,,,,
r7g.2xlarge,8,64,#nolocalstorage #ena,R7g,AWS,Graviton,Memory Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/r7g/,,,,,
r7g.4xlarge,16,128,#nolocalstorage #ena,R7g,AWS,Graviton,Memory Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/r7g/,,,,,
r7g.8xlarge,32,256,#nolocalstorage #ena,R7g,AWS,Graviton,Memory Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/r7g/,,,,,
r7g.large,2,16,#nolocalstorage #ena,R7g,AWS,Graviton,Memory Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/r7g/,,,,,
r7g.medium,1,8,#nolocalstorage #ena,R7g,AWS,Graviton,Memory Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/r7g/,,,,,
r7g.metal,64,512,#nolocalstorage #ena,R7g,AWS,Graviton,Memory Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/r7g/,,,,,
r7g.xlarge,4,32,#nolocalstorage #ena,R7g,AWS,Graviton,Memory Optimized,Graviton3,Graviton3,2021,2021,https://aws.amazon.com/ec2/instance-types/r7g/,,,,,
r7iz.12xlarge,48,384,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,https://aws.amazon.com/ec2/instance-types/r7iz/
r7iz.16xlarge,64,512,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,
r7iz.2xlarge,8,64,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,
r7iz.32xlarge,128,1024,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,
r7iz.4xlarge,16,128,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,
r7iz.8xlarge,32,256,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,
r7iz.large,2,16,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,
r7iz.metal-16xl,64,512,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,
r7iz.metal-32xl,128,1024,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,
r7iz.xlarge,4,32,#nolocalstorage #ena,R7iz,AWS,Intel,Memory Optimized,Sapphire Rapids,Sapphire Rapids,2023,2023,https://aws.amazon.com/ec2/instance-types/r7iz/,,,,,
Standard_A0,1,0.75,,A-series,Azure,Intel,General Purpose,Haswell,Haswell,2013,2013,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-previous-gen,,,,,
Standard_A1,1,1.75,,A-series,Azure,Intel,General Purpose,Haswell,Haswell,2013,2013,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-previous-gen,,,,,
Standard_A1_v2,1,2,,Av2,Azure,Intel,General Purpose,Haswell,Ice Lake,2013,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/av2-series,,,,,
Standard_A2,2,3.5,,A-series,Azure,Intel,General Purpose,Haswell,Haswell,2013,2013,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-previous-gen,,,,,
Standard_A2_v2,2,4,,Av2,Azure,Intel,General Purpose,Haswell,Ice Lake,2013,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/av2-series,,,,,
Standard_A2m_v2,2,16,,Av2,Azure,Intel,General Purpose,Haswell,Ice Lake,2013,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/av2-series,,,,,
Standard_A3,4,7,,A-series,Azure,Intel,General Purpose,Haswell,Haswell,2013,2013,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-previous-gen,,,,,
Standard_A4,8,14,,A-series,Azure,Intel,General Purpose,Haswell,Haswell,2013,2013,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-previous-gen,,,,,
Standard_A4_v2,4,8,,Av2,Azure,Intel,General Purpose,Haswell,Ice Lake,2013,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/av2-series,,,,,
Standard_A4m_v2,4,32,,Av2,Azure,Intel,General Purpose,Haswell,Ice Lake,2013,2020,https://learn.microsoft.com/en-us/azure/virtual-machines/av2-series,,,,,
Standard_A5,2,14,,A-series,Azure,Intel,General Purpose,Haswell,Haswell,2013,2013,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-previous-gen,,,,,
Standard_A6,4,28,,A-series,Azure,Intel,General Purpose,Haswell,Haswell,2013,2013,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-previous-gen,,,,,
Standard_A7,8,56,,A-series,Azure,Intel,General Purpose,Haswell,Haswell,2013,2013,https://learn.microsoft.com/en-us/azure/virtual-machines/sizes-previous-gen,,,,,
